source,fmp_id,name,inventory,sold_size,fmp_price,catalog_slug,catalog_name,catalog_price,status,decision,reason
raw_ingredient_inventory,3339,Grapefruit seed extract (GSE) (Citrus paradisi),540,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3349,Aescin 20% (Aesculus hippocastanum),964,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3350,Hyaluronic Acid (Vegan),26.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3351,Hyaluronic Acid; high molecular weight,82,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3353,Hydrolyzed Collagen 90% (Bos taurus),342,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3362,Egg Fruit (Pouteria lucuma),454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3365,L-Lysine,782,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3372,Magnolol & Honokiol 98% (Magnolia grandiflora),940,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3375,Mesquite (Prosopis alba),454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3380,Muira puama (Ptychopetalum olacoides) (radix),454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3387,Nopal Cactus (Opuntia ficus),882,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3395,Pomegranate (Punica granatum) (succus),454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3398,Potassium Bicarbonate,4004,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3399,Potassium Orotate (20% K),990,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3402,Purple Aronia (Aronia prunifolia),454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3406,*Reishi Spore Broken Cell Wall (Ganoderma lucidum),246,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3415,Sea Buckthorn (Hippophae rhamnoides) (fructus),454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3422,Strawberry (Fragaria x ananassa) (fructus) organic,454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3425,Cancer Bush (Sutherlandia frutescens),886,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3431,Pterostilbene 98%,1301.2,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3437,Vitamin B7: Biotin,38.04,,,,,,raw_material_review,formula_only,tiny-dose active; route to containing formulations
raw_ingredient_inventory,3441,Hydrolyzed Whey (Bos taurus),774,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3445,Diosgenin 98% (Dioscorea villosa),516.6,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3446,Xylitol (Betula spp.),14,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3447,Yacon (Smallanthus sonchifilius) (folia),454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3449,Yumberry (Myrica rubra) (succus),454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3450,Zinc Orotate (15% Zn),282,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3451,Zeolite (Micronized Clinoptilolite),1048,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3485,Lapachol 3% (Tabebuia Impetiginosa),636,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3487,Red Root 4:1 (Ceanothus americanus),85.6,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3503,American Ginseng 20:1 (Panax quinquefolia),458,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3512,Glucomannan (Amorphophallus konjac),498,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3513,Betaine HCl (Pepsin),346,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3514,Caprylic Acid 95% (Cocos nucifera),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3519,Fulvic Acid 95%,94.575,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3520,Boron (as Sodium Borate),344,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3525,Watermelon (Citrullus lanatus) (succus),480,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3527,Brown Rice Protein (Oryza sativa),470,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3529,Creatine Monohydrate powder,1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3533,Cycloastragenol 98% (Astragalus membranaceus),20,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3536,Strontium Carbonate (45% Sr),252.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3537,Zinc L-Aspartate (20% Zn),176,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3538,Zinc Sulfate Monohydrate (20% Zn),244,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3539,Magnesium Citrate (12% Mg),469,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3541,Cinnamon (Cinnamomum cassia),282,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3565,PQQ (Pyrroloquinoline Quinone) 98%,76.8,,,,,,raw_material_review,formula_only,tiny-dose active; route to containing formulations
raw_ingredient_inventory,3575,Boron Citrate (5% Boron),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3576,Boron Glycinate (5% Boron),975.6,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3577,Iron Glycinate 14% (Soluble),706,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3578,Vitamin C: Magnesium Ascorbate (6.5% Mg),2112.52,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3579,Magnesium Citrate (granular) (12% Mg),340,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3580,Vitamin C: Manganese Ascorbate (13% Mn),1080.92,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3581,Manganese Aspartate (14% Mn),697.6,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3583,Manganese Glycinate (22% Mn),780.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3584,Molybdenum AAC 0.2%,341,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3586,Vitamin C: Zinc Ascorbate (15% Zn),195.36,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3592,Witch Hazel (Hamamelis virginiana),2034,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3595,Myrrh (Commiphora myrrha) (resin),154,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3599,Knitbone (Allantoin) (Symphytum officinale) (radix),169.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3600,Hibisucus tea (Hibiscus rosa-sinensis) (flora),454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3602,Essiac tea,454,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3603,Rose (Rosa damascena),200,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3605,Fennel (Foeniculum vulgare) (semen),1500,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3609,Cranberry Proanthocyanidins 25% (Vaccinium macrocarpon),442,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3610,Flavone 5% (Rubus idaeus),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3618,Soapnut Saponins 40% (Sapindus trifoliatus),1028,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3620,Oridonin 98% (Rabdosia rubescens),306,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3628,Ellagic Acid 90% (Rubus spp.),446,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3643,CEE (Creatine Ethyl Ester HCl),1894,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3653,"Catalase 100,000 FIP/g (Dioscorea spp.)",1374,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3654,"Lipase 120,000 FIP",3124,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3655,Ketones 98% (Rubus spp.),268,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3657,Huperzine A 5% (Huperzia serrata),91.16,,,,,,raw_material_review,formula_only,tiny-dose active; route to containing formulations
raw_ingredient_inventory,3659,Mangostin 10% (Garcinia mangostana),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3662,Polyphenols 20% (Garcinia mangostana) (folia),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3676,BCAA (Branched Chain Amino Acids),190,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3681,*Bacosides 50% (Bacopa monnieri),1894,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3686,Zeaxanthin 60% (Tagetes spp.),136.04,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3690,Vitamin B9: 5-MTHF (L-5-methyltetrahydrofolate) 98%,1098.8812,,,,,,raw_material_review,formula_only,tiny-dose active; route to containing formulations
raw_ingredient_inventory,3695,Vitamin B13: Choline Bitartrate*,714,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3696,Vitamin B8: Myo-Inositol,1126,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3697,Vitamin B16: DMG (Dimethylglycine),1062.6,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3698,L-Carnitine,584,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3699,Vitamin B10: PABA (Para-AminoBenzoic Acid),524,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3701,Vitamin B3: Niacinamide,923.6,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3713,Blushwood 100:1 (Fontainea spp.) (semen),396,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3715,Coenzyme A: cAMP 98% (Cyclic Adenosine Monophosphate),736,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3726,*Curcumin 95% (Curcuma longa),208.5344,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3737,MCHA (Microcrystalline Hydroxyapatite) (29 microns) (Ca 25%),550,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3742,Angelica Chalcones 30% (Angelica keiskei koidzumi),1047.68,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3757,Strontium Citrate (34.6% Sr),988,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3763,Shikonin 30% (Lithospermum erythrorhizon),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3767,Glycoside 20% (Aloe spp.),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3769,PEA (Phenylethylamine HCl),1392,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3771,Pregnenolone 99%,622.4,,,,,,raw_material_review,exclude,restricted/high-risk raw material
raw_ingredient_inventory,3776,Oleuropein 40% (Olea europaea),966,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3780,Copper Glycinate (10% Cu),668.8,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3785,*Fisetin 50% (Cotinus coggygria),304.8,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3786,Maitake Polysaccharides 50% (Grifola frondosa),318,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3787,Agaricus Polysaccharides 30% (Agaricus blazei),500,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3788,CS-4 (Cordyceps sinensis) (mycelium),1489,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3789,Turkey Tail Polysaccharide 30% (Coriolus versicolor),686,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3791,Umbrella Polysaccharides 50% (Polyporus umbellatus),666,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3793,Enoki Polysaccharides 30% (Flammulina velutipe),708,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3801,Charantin 10% (Momordica charantia),2448,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3818,Lime 4:1 (Citrus aurantifolia) (fructus),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3831,Strawberry (Fragaria vesca) (fructus),384,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3835,Arnica 4:1 (Arnica montana),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3838,Bee Pollen 4:1 (Apis melifica),738,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3839,Black Walnut 4:1 (Juglans nigra),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3843,Chanca Piedra 8:1 (Phyllantus niruri),862,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3844,Chaparral (Larea tridentata sy dirvaricata),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3845,Cilantro 4:1 (Coriandrum sativum),914.5,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3846,Cleavers (Galium aparine),604,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3858,Arabinogalactan (Larix occidentalis),1250,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3859,Mastic Gum (Pistacia lentiscus),510,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3867,Slippery Elm Bark 4:1 (Ulmus rubra) (cortex),750,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3869,Suma 10:1 (Pfaffia paniculata) (radix),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3873,Barley (Hordeum Vulgare) (Sprout),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3877,Kale 4:1 (Brassica oleracea) (folia),1360.4,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3889,Lutein 80% (Tagetes spp.),184.2,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3892,"Phytosterols 95% (Beta Sitosterol 43%,Stigmasterol 16%, Campesterol 28%, Brassicasterol 3%)",434,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3898,Policosanol 98% (Saccharum sinensis),960,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3904,Phytoceramides 10% (Oryza sativa),514.8,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3907,Fenugreek (Trigonella foenum-graecum) (semen),90,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3926,Flavone 8% (Melissa officinalis),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3927,Golden Carpet 10:1 (Sedum sarmentosum),1000,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3942,Magnesium BHB (Beta-Hydroxybutyrate) (8% Mg),1403,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3946,Treasurer of the Gods 20:1 (Butea frondosa),670,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3952,Kratom (Mitragyna speciosa),1050,,,,,,raw_material_review,exclude,restricted/high-risk raw material
raw_ingredient_inventory,3955,L-Histidine,346,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3959,Fisetin 98% (Cotinus coggygria),1008,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3964,Forbidden Rice C3G 40% (Cyanidin-3-o-glucoside) (Oryza sativa),1164,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3977,Mimosa pudica 10:1 seed extract,672,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3978,Mimosa pudica 10:1,524,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,3983,L-Ornithine AKG (Alphaketoglutarate),472,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4002,*Chitosan 90% Deacetylated (Aspergillus niger),678,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4006,Vidanga 30:1 (Embelia ribes),396,,,,,,raw_material_review,manual_review,"needs serving size, packaging, price, and safety approval"
raw_ingredient_inventory,4014,Noopept 99%,80,,,,,,raw_material_review,exclude,restricted/high-risk raw material
